3.1261049E-07,-6.831E-01
3.1261361E-07,-6.620E-01
3.1261674E-07,-6.489E-01
3.1261986E-07,-6.304E-01
3.1262299E-07,-6.199E-01
3.1262611E-07,-6.041E-01
3.1262924E-07,-5.883E-01
3.1263236E-07,-5.777E-01
3.1263549E-07,-5.645E-01
3.1263861E-07,-5.514E-01
3.1264174E-07,-5.435E-01
3.1264486E-07,-5.303E-01
3.1264799E-07,-5.303E-01
3.1265111E-07,-5.250E-01
3.1265424E-07,-5.224E-01
3.1265736E-07,-5.118E-01
3.1266049E-07,-5.118E-01
3.1266361E-07,-5.118E-01
3.1266674E-07,-5.118E-01
3.1266986E-07,-5.118E-01
3.1267299E-07,-5.171E-01
3.1267611E-07,-5.145E-01
3.1267924E-07,-5.171E-01
3.1268236E-07,-5.224E-01
3.1268549E-07,-5.197E-01
3.1268861E-07,-5.303E-01
3.1269174E-07,-5.329E-01
3.1269486E-07,-5.382E-01
3.1269799E-07,-5.435E-01
3.1270111E-07,-5.435E-01
3.1270424E-07,-5.487E-01
3.1270736E-07,-5.487E-01
3.1271049E-07,-5.487E-01
3.1271361E-07,-5.566E-01
3.1271674E-07,-5.566E-01
3.1271986E-07,-5.593E-01
3.1272299E-07,-5.593E-01
3.1272611E-07,-5.593E-01
3.1272924E-07,-5.619E-01
3.1273236E-07,-5.566E-01
3.1273549E-07,-5.566E-01
3.1273861E-07,-5.566E-01
3.1274174E-07,-5.566E-01
3.1274486E-07,-5.514E-01
3.1274799E-07,-5.540E-01
3.1275111E-07,-5.540E-01
3.1275424E-07,-5.514E-01
3.1275736E-07,-5.487E-01
3.1276049E-07,-5.461E-01
3.1276361E-07,-5.435E-01
3.1276674E-07,-5.461E-01
3.1276986E-07,-5.461E-01
3.1277299E-07,-5.461E-01
3.1277611E-07,-5.461E-01
3.1277924E-07,-5.514E-01
3.1278236E-07,-5.514E-01
3.1278549E-07,-5.566E-01
3.1278861E-07,-5.540E-01
3.1279174E-07,-5.619E-01
3.1279486E-07,-5.619E-01
3.1279799E-07,-5.724E-01
3.1280111E-07,-5.751E-01
3.1280424E-07,-5.803E-01
3.1280736E-07,-5.883E-01
3.1281049E-07,-5.909E-01
3.1281361E-07,-5.962E-01
3.1281674E-07,-6.067E-01
3.1281986E-07,-6.120E-01
3.1282299E-07,-6.120E-01
3.1282611E-07,-6.172E-01
3.1282924E-07,-6.225E-01
3.1283236E-07,-6.251E-01
3.1283549E-07,-6.225E-01
3.1283861E-07,-6.225E-01
3.1284174E-07,-6.225E-01
3.1284486E-07,-6.199E-01
3.1284799E-07,-6.146E-01
3.1285111E-07,-6.067E-01
3.1285424E-07,-5.988E-01
3.1285736E-07,-5.909E-01
3.1286049E-07,-5.777E-01
3.1286361E-07,-5.698E-01
3.1286674E-07,-5.566E-01
3.1286986E-07,-5.435E-01
3.1287299E-07,-5.303E-01
3.1287611E-07,-5.118E-01
3.1287924E-07,-4.934E-01
3.1288236E-07,-4.802E-01
3.1288549E-07,-4.618E-01
3.1288861E-07,-4.512E-01
3.1289174E-07,-4.328E-01
3.1289486E-07,-4.222E-01
3.1289799E-07,-4.117E-01
3.1290111E-07,-4.012E-01
3.1290424E-07,-3.933E-01
3.1290736E-07,-3.880E-01
3.1291049E-07,-3.854E-01
3.1291361E-07,-3.775E-01
3.1291674E-07,-3.827E-01
3.1291986E-07,-3.880E-01
3.1292299E-07,-3.906E-01
3.1292611E-07,-3.959E-01
3.1292924E-07,-4.064E-01
3.1293236E-07,-4.196E-01
3.1293549E-07,-4.354E-01
3.1293861E-07,-4.460E-01
3.1294174E-07,-4.644E-01
3.1294486E-07,-4.829E-01
3.1294799E-07,-5.039E-01
3.1295111E-07,-5.224E-01
3.1295424E-07,-5.408E-01
3.1295736E-07,-5.645E-01
3.1296049E-07,-5.856E-01
3.1296361E-07,-6.014E-01
3.1296674E-07,-6.251E-01
3.1296986E-07,-6.383E-01
3.1297299E-07,-6.515E-01
3.1297611E-07,-6.647E-01
3.1297924E-07,-6.805E-01
3.1298236E-07,-6.884E-01
3.1298549E-07,-6.937E-01
3.1298861E-07,-6.937E-01
3.1299174E-07,-6.963E-01
3.1299486E-07,-6.989E-01
3.1299799E-07,-6.937E-01
3.1300111E-07,-6.857E-01
3.1300424E-07,-6.831E-01
3.1300736E-07,-6.673E-01
3.1301049E-07,-6.515E-01
3.1301361E-07,-6.357E-01
3.1301674E-07,-6.199E-01
3.1301986E-07,-6.014E-01
3.1302299E-07,-5.803E-01
3.1302611E-07,-5.593E-01
3.1302924E-07,-5.329E-01
3.1303236E-07,-5.118E-01
3.1303549E-07,-4.908E-01
3.1303861E-07,-4.670E-01
3.1304174E-07,-4.486E-01
3.1304486E-07,-4.275E-01
3.1304799E-07,-4.091E-01
3.1305111E-07,-3.906E-01
3.1305424E-07,-3.695E-01
3.1305736E-07,-3.511E-01
3.1306049E-07,-3.379E-01
3.1306361E-07,-3.195E-01
3.1306674E-07,-3.063E-01
3.1306986E-07,-2.958E-01
3.1307299E-07,-2.852E-01
3.1307611E-07,-2.721E-01
3.1307924E-07,-2.641E-01
3.1308236E-07,-2.589E-01
3.1308549E-07,-2.510E-01
3.1308861E-07,-2.457E-01
3.1309174E-07,-2.431E-01
3.1309486E-07,-2.378E-01
3.1309799E-07,-2.378E-01
3.1310111E-07,-2.378E-01
3.1310424E-07,-2.352E-01
3.1310736E-07,-2.325E-01
3.1311049E-07,-2.299E-01
3.1311361E-07,-2.325E-01
3.1311674E-07,-2.273E-01
3.1311986E-07,-2.299E-01
3.1312299E-07,-2.299E-01
3.1312611E-07,-2.246E-01
3.1312924E-07,-2.273E-01
3.1313236E-07,-2.273E-01
3.1313549E-07,-2.273E-01
3.1313861E-07,-2.273E-01
3.1314174E-07,-2.273E-01
3.1314486E-07,-2.246E-01
3.1314799E-07,-2.246E-01
3.1315111E-07,-2.194E-01
3.1315424E-07,-2.220E-01
3.1315736E-07,-2.246E-01
3.1316049E-07,-2.194E-01
3.1316361E-07,-2.194E-01
3.1316674E-07,-2.167E-01
3.1316986E-07,-2.167E-01
3.1317299E-07,-2.141E-01
3.1317611E-07,-2.141E-01
3.1317924E-07,-2.114E-01
3.1318236E-07,-2.114E-01
3.1318549E-07,-2.088E-01
3.1318861E-07,-2.062E-01
3.1319174E-07,-2.009E-01
3.1319486E-07,-2.009E-01
3.1319799E-07,-1.983E-01
3.1320111E-07,-1.930E-01
3.1320424E-07,-1.904E-01
3.1320736E-07,-1.904E-01
3.1321049E-07,-1.825E-01
3.1321361E-07,-1.772E-01
3.1321674E-07,-1.772E-01
3.1321986E-07,-1.667E-01
3.1322299E-07,-1.640E-01
3.1322611E-07,-1.614E-01
3.1322924E-07,-1.587E-01
3.1323236E-07,-1.535E-01
3.1323549E-07,-1.456E-01
3.1323861E-07,-1.482E-01
3.1324174E-07,-1.429E-01
3.1324486E-07,-1.429E-01
3.1324799E-07,-1.403E-01
3.1325111E-07,-1.377E-01
3.1325424E-07,-1.403E-01
3.1325736E-07,-1.403E-01
3.1326049E-07,-1.456E-01
3.1326361E-07,-1.508E-01
3.1326674E-07,-1.535E-01
3.1326986E-07,-1.587E-01
3.1327299E-07,-1.640E-01
3.1327611E-07,-1.746E-01
3.1327924E-07,-1.798E-01
3.1328236E-07,-1.930E-01
3.1328549E-07,-1.983E-01
3.1328861E-07,-2.088E-01
3.1329174E-07,-2.167E-01
3.1329486E-07,-2.325E-01
3.1329799E-07,-2.431E-01
3.1330111E-07,-2.510E-01
3.1330424E-07,-2.668E-01
3.1330736E-07,-2.747E-01
3.1331049E-07,-2.879E-01
3.1331361E-07,-2.958E-01
3.1331674E-07,-3.089E-01
3.1331986E-07,-3.168E-01
3.1332299E-07,-3.274E-01
3.1332611E-07,-3.379E-01
3.1332924E-07,-3.406E-01
3.1333236E-07,-3.485E-01
3.1333549E-07,-3.564E-01
3.1333861E-07,-3.564E-01
3.1334174E-07,-3.590E-01
3.1334486E-07,-3.669E-01
3.1334799E-07,-3.669E-01
3.1335111E-07,-3.669E-01
3.1335424E-07,-3.695E-01
3.1335736E-07,-3.722E-01
3.1336049E-07,-3.669E-01
3.1336361E-07,-3.616E-01
3.1336674E-07,-3.643E-01
3.1336986E-07,-3.590E-01
3.1337299E-07,-3.537E-01
3.1337611E-07,-3.485E-01
3.1337924E-07,-3.485E-01
3.1338236E-07,-3.458E-01
3.1338549E-07,-3.379E-01
3.1338861E-07,-3.353E-01
3.1339174E-07,-3.379E-01
3.1339486E-07,-3.274E-01
3.1339799E-07,-3.248E-01
3.1340111E-07,-3.195E-01
3.1340424E-07,-3.168E-01
3.1340736E-07,-3.142E-01
3.1341049E-07,-3.142E-01
3.1341361E-07,-3.116E-01
3.1341674E-07,-3.089E-01
3.1341986E-07,-3.063E-01
3.1342299E-07,-3.037E-01
3.1342611E-07,-3.037E-01
3.1342924E-07,-3.037E-01
3.1343236E-07,-2.984E-01
3.1343549E-07,-2.958E-01
3.1343861E-07,-2.984E-01
3.1344174E-07,-2.958E-01
3.1344486E-07,-2.958E-01
3.1344799E-07,-2.931E-01
3.1345111E-07,-2.905E-01
3.1345424E-07,-2.905E-01
3.1345736E-07,-2.852E-01
3.1346049E-07,-2.852E-01
3.1346361E-07,-2.800E-01
3.1346674E-07,-2.800E-01
3.1346986E-07,-2.747E-01
3.1347299E-07,-2.747E-01
3.1347611E-07,-2.721E-01
3.1347924E-07,-2.668E-01
3.1348236E-07,-2.641E-01
3.1348549E-07,-2.615E-01
3.1348861E-07,-2.589E-01
3.1349174E-07,-2.536E-01
3.1349486E-07,-2.483E-01
3.1349799E-07,-2.431E-01
3.1350111E-07,-2.431E-01
3.1350424E-07,-2.431E-01
3.1350736E-07,-2.378E-01
3.1351049E-07,-2.325E-01
3.1351361E-07,-2.299E-01
3.1351674E-07,-2.273E-01
3.1351986E-07,-2.299E-01
3.1352299E-07,-2.273E-01
3.1352611E-07,-2.246E-01
3.1352924E-07,-2.273E-01
3.1353236E-07,-2.246E-01
3.1353549E-07,-2.246E-01
3.1353861E-07,-2.220E-01
3.1354174E-07,-2.167E-01
3.1354486E-07,-2.194E-01
3.1354799E-07,-2.194E-01
3.1355111E-07,-2.141E-01
3.1355424E-07,-2.141E-01
3.1355736E-07,-2.088E-01
3.1356049E-07,-2.035E-01
3.1356361E-07,-2.062E-01
3.1356674E-07,-1.956E-01
3.1356986E-07,-1.904E-01
3.1357299E-07,-1.851E-01
3.1357611E-07,-1.746E-01
3.1357924E-07,-1.667E-01
3.1358236E-07,-1.587E-01
3.1358549E-07,-1.456E-01
3.1358861E-07,-1.350E-01
3.1359174E-07,-1.219E-01
3.1359486E-07,-1.113E-01
3.1359799E-07,-9.81E-02
3.1360111E-07,-8.76E-02
3.1360424E-07,-7.18E-02
3.1360736E-07,-5.86E-02
3.1361049E-07,-4.02E-02
3.1361361E-07,-3.23E-02
3.1361674E-07,-1.65E-02
3.1361986E-07,-8.6E-03
3.1362299E-07,2.0E-03
3.1362611E-07,9.9E-03
3.1362924E-07,2.31E-02
3.1363236E-07,2.57E-02
3.1363549E-07,3.10E-02
3.1363861E-07,3.89E-02
3.1364174E-07,4.41E-02
3.1364486E-07,4.41E-02
3.1364799E-07,4.15E-02
3.1365111E-07,4.15E-02
3.1365424E-07,3.62E-02
3.1365736E-07,3.62E-02
3.1366049E-07,2.83E-02
3.1366361E-07,1.78E-02
3.1366674E-07,7.3E-03
3.1366986E-07,-3.3E-03
3.1367299E-07,-1.38E-02
3.1367611E-07,-1.91E-02
3.1367924E-07,-3.49E-02
3.1368236E-07,-4.28E-02
3.1368549E-07,-5.60E-02
3.1368861E-07,-6.65E-02
3.1369174E-07,-7.97E-02
3.1369486E-07,-9.02E-02
3.1369799E-07,-1.008E-01
3.1370111E-07,-1.060E-01
3.1370424E-07,-1.192E-01
3.1370736E-07,-1.271E-01
3.1371049E-07,-1.350E-01
3.1371361E-07,-1.403E-01
3.1371674E-07,-1.508E-01
3.1371986E-07,-1.614E-01
3.1372299E-07,-1.614E-01
3.1372611E-07,-1.640E-01
3.1372924E-07,-1.746E-01
3.1373236E-07,-1.798E-01
3.1373549E-07,-1.825E-01
3.1373861E-07,-1.877E-01
3.1374174E-07,-2.009E-01
3.1374486E-07,-2.035E-01
3.1374799E-07,-2.141E-01
3.1375111E-07,-2.194E-01
3.1375424E-07,-2.273E-01
3.1375736E-07,-2.378E-01
3.1376049E-07,-2.483E-01
3.1376361E-07,-2.562E-01
3.1376674E-07,-2.668E-01
3.1376986E-07,-2.800E-01
3.1377299E-07,-2.852E-01
3.1377611E-07,-2.984E-01
3.1377924E-07,-3.063E-01
3.1378236E-07,-3.142E-01
3.1378549E-07,-3.248E-01
3.1378861E-07,-3.300E-01
3.1379174E-07,-3.353E-01
3.1379486E-07,-3.353E-01
3.1379799E-07,-3.406E-01
3.1380111E-07,-3.432E-01
3.1380424E-07,-3.432E-01
3.1380736E-07,-3.379E-01
3.1381049E-07,-3.327E-01
3.1381361E-07,-3.221E-01
3.1381674E-07,-3.142E-01
3.1381986E-07,-3.037E-01
3.1382299E-07,-2.905E-01
3.1382611E-07,-2.721E-01
3.1382924E-07,-2.536E-01
3.1383236E-07,-2.378E-01
3.1383549E-07,-2.141E-01
3.1383861E-07,-1.877E-01
3.1384174E-07,-1.640E-01
3.1384486E-07,-1.403E-01
3.1384799E-07,-1.192E-01
3.1385111E-07,-9.55E-02
