Machine Module,SSA3021X Plus,3.2.2.6.0R10,,,,,,
Y Axis Scale,LOG,,,,,,,
Y Axis Unit,dBm,,,,,,,
Impedance,50,,,,,,,
Number of Points,751,,,,,,,
PreAmp State,OFF,,,,,,,
Ref Level,5.00E+00,,,,,,,
Attenuation,25,Auto,,,,,,
Sweep Time,13771493,Auto,,,,,,
Start Frequency,5.00E+04,,,,,,,
Stop Frequency,5.05E+08,,,,,,,
Average Type,Log Pwr,,,,,,,
RBW,1000,Manual,,,,,,
VBW,1000,Auto,,,,,,
Sweep Type,Continuous,,,,,,,
Sweep Mode,Speed,,,,,,,
Sweep Rule,Auto,,,,,,,
Trigger Source,Free Run,,,,,,,
Trigger Level,0.00E+00,,,,,,,
Trigger Edge,Rise,,,,,,,
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,49871733.33,,,,,,,
Marker Ampt,0.32059399,,,,,,,
Trace Math,OFF,,,,,,,
Trace Variable X,Trace A,,,,,,,
329277400,-78.3,,,,,,,
329950667,-78.07,,,,,,,
330623933,-78.86,,,,,,,
331297200,-78.64,,,,,,,
331970467,-78.53,,,,,,,
332643733,-78.77,,,,,,,
333317000,-78.12,,,,,,,
333990267,-77.79,,,,,,,
334663533,-79.22,,,,,,,
335336800,-78.18,,,,,,,
336010067,-78.67,,,,,,,
336683333,-79.3,,,,,,,
337356600,-78.01,,,,,,,
338029867,-77.95,,,,,,,
338703133,-78.38,,,,,,,
339376400,-78.8,,,,,,,
340049667,-77.95,,,,,,,
340722933,-79.33,,,,,,,
341396200,-78.11,,,,,,,
342069467,-76.96,,,,,,,
342742733,-78.17,,,,,,,
343416000,-78.88,,,,,,,
344089267,-78.72,,,,,,,
344762533,-78.51,,,,,,,
345435800,-78.77,,,,,,,
346109067,-76.74,,,,,,,
346782333,-78.58,,,,,,,
347455600,-78.52,,,,,,,
348128867,-78.95,,,,,,,
348802133,-78.59,,,,,,,
349475400,-78.66,,,,,,,
350148667,-78.54,,,,,,,
350821933,-78.9,,,,,,,
351495200,-78.99,,,,,,,
352168467,-78.62,,,,,,,
352841733,-77.42,,,,,,,
353515000,-77.98,,,,,,,
354188267,-78.28,,,,,,,
