Freq.	abs(V(drain))
1.00300149465706e+07	1.00126616020054e+01,0.00000000000000e+00
1.00304846442309e+07	1.00132568557498e+01,0.00000000000000e+00
1.00309543638868e+07	1.00138521584426e+01,0.00000000000000e+00
1.00314241055392e+07	1.00144475100900e+01,0.00000000000000e+00
1.00318938691893e+07	1.00150429106981e+01,0.00000000000000e+00
1.00323636548380e+07	1.00156383602730e+01,0.00000000000000e+00
1.00328334624865e+07	1.00162338588209e+01,0.00000000000000e+00
1.00333032921356e+07	1.00168294063479e+01,0.00000000000000e+00
1.00337731437865e+07	1.00174250028602e+01,0.00000000000000e+00
1.00342430174402e+07	1.00180206483639e+01,0.00000000000000e+00
1.00347129130977e+07	1.00186163428652e+01,0.00000000000000e+00
1.00351828307600e+07	1.00192120863703e+01,0.00000000000000e+00
1.00356527704282e+07	1.00198078788853e+01,0.00000000000000e+00
1.00361227321033e+07	1.00204037204164e+01,0.00000000000000e+00
1.00365927157864e+07	1.00209996109697e+01,0.00000000000000e+00
1.00370627214784e+07	1.00215955505513e+01,0.00000000000000e+00
1.00375327491804e+07	1.00221915391676e+01,0.00000000000000e+00
1.00380027988934e+07	1.00227875768245e+01,0.00000000000000e+00
1.00384728706185e+07	1.00233836635283e+01,0.00000000000000e+00
1.00389429643567e+07	1.00239797992851e+01,0.00000000000000e+00
1.00394130801089e+07	1.00245759841011e+01,0.00000000000000e+00
1.00398832178764e+07	1.00251722179825e+01,0.00000000000000e+00
1.00403533776600e+07	1.00257685009354e+01,0.00000000000000e+00
1.00408235594608e+07	1.00263648329660e+01,0.00000000000000e+00
1.00412937632799e+07	1.00269612140805e+01,0.00000000000000e+00
1.00417639891182e+07	1.00275576442850e+01,0.00000000000000e+00
1.00422342369769e+07	1.00281541235857e+01,0.00000000000000e+00
1.00427045068568e+07	1.00287506519888e+01,0.00000000000000e+00
1.00431747987592e+07	1.00293472295005e+01,0.00000000000000e+00
1.00436451126849e+07	1.00299438561269e+01,0.00000000000000e+00
1.00441154486351e+07	1.00305405318742e+01,0.00000000000000e+00
1.00445858066107e+07	1.00311372567486e+01,0.00000000000000e+00
1.00450561866129e+07	1.00317340307562e+01,0.00000000000000e+00
1.00455265886425e+07	1.00323308539033e+01,0.00000000000000e+00
1.00459970127007e+07	1.00329277261961e+01,0.00000000000000e+00
1.00464674587885e+07	1.00335246476406e+01,0.00000000000000e+00
1.00469379269069e+07	1.00341216182431e+01,0.00000000000000e+00
1.00474084170569e+07	1.00347186380098e+01,0.00000000000000e+00
1.00478789292397e+07	1.00353157069468e+01,0.00000000000000e+00
1.00483494634561e+07	1.00359128250604e+01,0.00000000000000e+00
1.00488200197073e+07	1.00365099923567e+01,0.00000000000000e+00
1.00492905979943e+07	1.00371072088419e+01,0.00000000000000e+00
1.00497611983181e+07	1.00377044745222e+01,0.00000000000000e+00
1.00502318206797e+07	1.00383017894038e+01,0.00000000000000e+00
1.00507024650802e+07	1.00388991534929e+01,0.00000000000000e+00
1.00511731315206e+07	1.00394965667957e+01,0.00000000000000e+00
1.00516438200019e+07	1.00400940293184e+01,0.00000000000000e+00
1.00521145305252e+07	1.00406915410671e+01,0.00000000000000e+00
1.00525852630915e+07	1.00412891020481e+01,0.00000000000000e+00
1.00530560177019e+07	1.00418867122675e+01,0.00000000000000e+00
1.00535267943573e+07	1.00424843717316e+01,0.00000000000000e+00
1.00539975930588e+07	1.00430820804465e+01,0.00000000000000e+00
1.00544684138074e+07	1.00436798384185e+01,0.00000000000000e+00
1.00549392566042e+07	1.00442776456538e+01,0.00000000000000e+00
1.00554101214502e+07	1.00448755021585e+01,0.00000000000000e+00
1.00558810083464e+07	1.00454734079389e+01,0.00000000000000e+00
1.00563519172939e+07	1.00460713630012e+01,0.00000000000000e+00
1.00568228482936e+07	1.00466693673515e+01,0.00000000000000e+00
1.00572938013467e+07	1.00472674209961e+01,0.00000000000000e+00
1.00577647764542e+07	1.00478655239412e+01,0.00000000000000e+00
1.00582357736170e+07	1.00484636761930e+01,0.00000000000000e+00
1.00587067928363e+07	1.00490618777577e+01,0.00000000000000e+00
1.00591778341130e+07	1.00496601286415e+01,0.00000000000000e+00
1.00596488974483e+07	1.00502584288507e+01,0.00000000000000e+00
1.00601199828430e+07	1.00508567783914e+01,0.00000000000000e+00
1.00605910902983e+07	1.00514551772698e+01,0.00000000000000e+00
1.00610622198152e+07	1.00520536254922e+01,0.00000000000000e+00
1.00615333713947e+07	1.00526521230648e+01,0.00000000000000e+00
1.00620045450379e+07	1.00532506699938e+01,0.00000000000000e+00
1.00624757407457e+07	1.00538492662855e+01,0.00000000000000e+00
1.00629469585193e+07	1.00544479119460e+01,0.00000000000000e+00
1.00634181983596e+07	1.00550466069815e+01,0.00000000000000e+00
1.00638894602678e+07	1.00556453513984e+01,0.00000000000000e+00
1.00643607442447e+07	1.00562441452027e+01,0.00000000000000e+00
1.00648320502915e+07	1.00568429884008e+01,0.00000000000000e+00
1.00653033784092e+07	1.00574418809989e+01,0.00000000000000e+00
1.00657747285988e+07	1.00580408230031e+01,0.00000000000000e+00
1.00662461008614e+07	1.00586398144198e+01,0.00000000000000e+00
1.00667174951979e+07	1.00592388552551e+01,0.00000000000000e+00
1.00671889116095e+07	1.00598379455153e+01,0.00000000000000e+00
1.00676603500971e+07	1.00604370852065e+01,0.00000000000000e+00
1.00681318106619e+07	1.00610362743352e+01,0.00000000000000e+00
1.00686032933047e+07	1.00616355129074e+01,0.00000000000000e+00
1.00690747980267e+07	1.00622348009294e+01,0.00000000000000e+00
1.00695463248289e+07	1.00628341384074e+01,0.00000000000000e+00
1.00700178737124e+07	1.00634335253477e+01,0.00000000000000e+00
1.00704894446781e+07	1.00640329617565e+01,0.00000000000000e+00
1.00709610377270e+07	1.00646324476401e+01,0.00000000000000e+00
1.00714326528604e+07	1.00652319830047e+01,0.00000000000000e+00
1.00719042900790e+07	1.00658315678565e+01,0.00000000000000e+00
1.00723759493841e+07	1.00664312022018e+01,0.00000000000000e+00
1.00728476307766e+07	1.00670308860468e+01,0.00000000000000e+00
1.00733193342576e+07	1.00676306193978e+01,0.00000000000000e+00
1.00737910598281e+07	1.00682304022610e+01,0.00000000000000e+00
1.00742628074891e+07	1.00688302346426e+01,0.00000000000000e+00
1.00747345772417e+07	1.00694301165490e+01,0.00000000000000e+00
1.00752063690869e+07	1.00700300479863e+01,0.00000000000000e+00
1.00756781830257e+07	1.00706300289608e+01,0.00000000000000e+00
1.00761500190592e+07	1.00712300594787e+01,0.00000000000000e+00
1.00766218771884e+07	1.00718301395464e+01,0.00000000000000e+00
1.00770937574143e+07	1.00724302691700e+01,0.00000000000000e+00
1.00775656597381e+07	1.00730304483558e+01,0.00000000000000e+00
1.00780375841606e+07	1.00736306771101e+01,0.00000000000000e+00
1.00785095306830e+07	1.00742309554391e+01,0.00000000000000e+00
1.00789814993063e+07	1.00748312833492e+01,0.00000000000000e+00
1.00794534900314e+07	1.00754316608464e+01,0.00000000000000e+00
1.00799255028596e+07	1.00760320879371e+01,0.00000000000000e+00
1.00803975377917e+07	1.00766325646276e+01,0.00000000000000e+00
1.00808695948288e+07	1.00772330909241e+01,0.00000000000000e+00
1.00813416739720e+07	1.00778336668330e+01,0.00000000000000e+00
1.00818137752223e+07	1.00784342923603e+01,0.00000000000000e+00
1.00822858985808e+07	1.00790349675125e+01,0.00000000000000e+00
1.00827580440484e+07	1.00796356922958e+01,0.00000000000000e+00
1.00832302116261e+07	1.00802364667164e+01,0.00000000000000e+00
1.00837024013152e+07	1.00808372907806e+01,0.00000000000000e+00
1.00841746131164e+07	1.00814381644947e+01,0.00000000000000e+00
1.00846468470310e+07	1.00820390878650e+01,0.00000000000000e+00
1.00851191030600e+07	1.00826400608977e+01,0.00000000000000e+00
1.00855913812043e+07	1.00832410835991e+01,0.00000000000000e+00
1.00860636814650e+07	1.00838421559755e+01,0.00000000000000e+00
1.00865360038432e+07	1.00844432780332e+01,0.00000000000000e+00
1.00870083483398e+07	1.00850444497784e+01,0.00000000000000e+00
1.00874807149560e+07	1.00856456712174e+01,0.00000000000000e+00
1.00879531036927e+07	1.00862469423564e+01,0.00000000000000e+00
1.00884255145510e+07	1.00868482632019e+01,0.00000000000000e+00
1.00888979475320e+07	1.00874496337599e+01,0.00000000000000e+00
1.00893704026366e+07	1.00880510540370e+01,0.00000000000000e+00
1.00898428798659e+07	1.00886525240392e+01,0.00000000000000e+00
1.00903153792209e+07	1.00892540437730e+01,0.00000000000000e+00
1.00907879007027e+07	1.00898556132445e+01,0.00000000000000e+00
1.00912604443123e+07	1.00904572324601e+01,0.00000000000000e+00
1.00917330100508e+07	1.00910589014260e+01,0.00000000000000e+00
1.00922055979191e+07	1.00916606201486e+01,0.00000000000000e+00
1.00926782079184e+07	1.00922623886342e+01,0.00000000000000e+00
1.00931508400496e+07	1.00928642068889e+01,0.00000000000000e+00
1.00936234943138e+07	1.00934660749192e+01,0.00000000000000e+00
1.00940961707120e+07	1.00940679927313e+01,0.00000000000000e+00
1.00945688692453e+07	1.00946699603315e+01,0.00000000000000e+00
1.00950415899147e+07	1.00952719777261e+01,0.00000000000000e+00
1.00955143327212e+07	1.00958740449214e+01,0.00000000000000e+00
1.00959870976659e+07	1.00964761619237e+01,0.00000000000000e+00
1.00964598847498e+07	1.00970783287393e+01,0.00000000000000e+00
1.00969326939739e+07	1.00976805453745e+01,0.00000000000000e+00
1.00974055253393e+07	1.00982828118356e+01,0.00000000000000e+00
1.00978783788471e+07	1.00988851281289e+01,0.00000000000000e+00
1.00983512544982e+07	1.00994874942607e+01,0.00000000000000e+00
1.00988241522936e+07	1.01000899102374e+01,0.00000000000000e+00
1.00992970722346e+07	1.01006923760651e+01,0.00000000000000e+00
1.00997700143219e+07	1.01012948917502e+01,0.00000000000000e+00
1.01002429785568e+07	1.01018974572991e+01,0.00000000000000e+00
1.01007159649403e+07	1.01025000727180e+01,0.00000000000000e+00
1.01011889734733e+07	1.01031027380133e+01,0.00000000000000e+00
1.01016620041569e+07	1.01037054531912e+01,0.00000000000000e+00
1.01021350569922e+07	1.01043082182581e+01,0.00000000000000e+00
1.01026081319801e+07	1.01049110332203e+01,0.00000000000000e+00
1.01030812291218e+07	1.01055138980840e+01,0.00000000000000e+00
1.01035543484183e+07	1.01061168128557e+01,0.00000000000000e+00
1.01040274898705e+07	1.01067197775416e+01,0.00000000000000e+00
1.01045006534796e+07	1.01073227921481e+01,0.00000000000000e+00
1.01049738392466e+07	1.01079258566815e+01,0.00000000000000e+00
1.01054470471725e+07	1.01085289711480e+01,0.00000000000000e+00
1.01059202772583e+07	1.01091321355541e+01,0.00000000000000e+00
1.01063935295051e+07	1.01097353499059e+01,0.00000000000000e+00
1.01068668039140e+07	1.01103386142100e+01,0.00000000000000e+00
1.01073401004859e+07	1.01109419284725e+01,0.00000000000000e+00
1.01078134192220e+07	1.01115452926998e+01,0.00000000000000e+00
1.01082867601231e+07	1.01121487068983e+01,0.00000000000000e+00
1.01087601231905e+07	1.01127521710742e+01,0.00000000000000e+00
1.01092335084250e+07	1.01133556852340e+01,0.00000000000000e+00
1.01097069158279e+07	1.01139592493838e+01,0.00000000000000e+00
1.01101803454000e+07	1.01145628635301e+01,0.00000000000000e+00
1.01106537971424e+07	1.01151665276792e+01,0.00000000000000e+00
1.01111272710563e+07	1.01157702418374e+01,0.00000000000000e+00
1.01116007671425e+07	1.01163740060110e+01,0.00000000000000e+00
1.01120742854022e+07	1.01169778202065e+01,0.00000000000000e+00
1.01125478258363e+07	1.01175816844301e+01,0.00000000000000e+00
1.01130213884460e+07	1.01181855986882e+01,0.00000000000000e+00
1.01134949732323e+07	1.01187895629870e+01,0.00000000000000e+00
1.01139685801961e+07	1.01193935773330e+01,0.00000000000000e+00
1.01144422093386e+07	1.01199976417325e+01,0.00000000000000e+00
1.01149158606608e+07	1.01206017561918e+01,0.00000000000000e+00
1.01153895341636e+07	1.01212059207174e+01,0.00000000000000e+00
1.01158632298483e+07	1.01218101353154e+01,0.00000000000000e+00
1.01163369477157e+07	1.01224143999923e+01,0.00000000000000e+00
1.01168106877670e+07	1.01230187147544e+01,0.00000000000000e+00
1.01172844500031e+07	1.01236230796081e+01,0.00000000000000e+00
1.01177582344251e+07	1.01242274945597e+01,0.00000000000000e+00
1.01182320410341e+07	1.01248319596155e+01,0.00000000000000e+00
1.01187058698311e+07	1.01254364747820e+01,0.00000000000000e+00
1.01191797208171e+07	1.01260410400654e+01,0.00000000000000e+00
1.01196535939932e+07	1.01266456554722e+01,0.00000000000000e+00
1.01201274893604e+07	1.01272503210086e+01,0.00000000000000e+00
1.01206014069197e+07	1.01278550366811e+01,0.00000000000000e+00
1.01210753466722e+07	1.01284598024960e+01,0.00000000000000e+00
1.01215493086190e+07	1.01290646184596e+01,0.00000000000000e+00
1.01220232927610e+07	1.01296694845783e+01,0.00000000000000e+00
1.01224972990993e+07	1.01302744008585e+01,0.00000000000000e+00
1.01229713276349e+07	1.01308793673065e+01,0.00000000000000e+00
1.01234453783689e+07	1.01314843839288e+01,0.00000000000000e+00
1.01239194513024e+07	1.01320894507316e+01,0.00000000000000e+00
1.01243935464363e+07	1.01326945677213e+01,0.00000000000000e+00
1.01248676637717e+07	1.01332997349043e+01,0.00000000000000e+00
1.01253418033096e+07	1.01339049522870e+01,0.00000000000000e+00
1.01258159650511e+07	1.01345102198757e+01,0.00000000000000e+00
1.01262901489973e+07	1.01351155376768e+01,0.00000000000000e+00
1.01267643551491e+07	1.01357209056967e+01,0.00000000000000e+00
1.01272385835076e+07	1.01363263239417e+01,0.00000000000000e+00
1.01277128340738e+07	1.01369317924183e+01,0.00000000000000e+00
1.01281871068488e+07	1.01375373111327e+01,0.00000000000000e+00
1.01286614018337e+07	1.01381428800914e+01,0.00000000000000e+00
1.01291357190294e+07	1.01387484993008e+01,0.00000000000000e+00
1.01296100584370e+07	1.01393541687672e+01,0.00000000000000e+00
1.01300844200575e+07	1.01399598884970e+01,0.00000000000000e+00
1.01305588038920e+07	1.01405656584965e+01,0.00000000000000e+00
1.01310332099415e+07	1.01411714787722e+01,0.00000000000000e+00
1.01315076382071e+07	1.01417773493305e+01,0.00000000000000e+00
1.01319820886898e+07	1.01423832701777e+01,0.00000000000000e+00
1.01324565613906e+07	1.01429892413202e+01,0.00000000000000e+00
1.01329310563107e+07	1.01435952627645e+01,0.00000000000000e+00
1.01334055734509e+07	1.01442013345168e+01,0.00000000000000e+00
1.01338801128124e+07	1.01448074565836e+01,0.00000000000000e+00
1.01343546743962e+07	1.01454136289712e+01,0.00000000000000e+00
1.01348292582033e+07	1.01460198516862e+01,0.00000000000000e+00
1.01353038642348e+07	1.01466261247347e+01,0.00000000000000e+00
1.01357784924918e+07	1.01472324481233e+01,0.00000000000000e+00
1.01362531429752e+07	1.01478388218584e+01,0.00000000000000e+00
1.01367278156861e+07	1.01484452459462e+01,0.00000000000000e+00
1.01372025106256e+07	1.01490517203933e+01,0.00000000000000e+00
1.01376772277947e+07	1.01496582452061e+01,0.00000000000000e+00
1.01381519671943e+07	1.01502648203908e+01,0.00000000000000e+00
1.01386267288257e+07	1.01508714459540e+01,0.00000000000000e+00
1.01391015126898e+07	1.01514781219020e+01,0.00000000000000e+00
1.01395763187876e+07	1.01520848482412e+01,0.00000000000000e+00
1.01400511471202e+07	1.01526916249781e+01,0.00000000000000e+00
1.01405259976886e+07	1.01532984521189e+01,0.00000000000000e+00
1.01410008704940e+07	1.01539053296703e+01,0.00000000000000e+00
1.01414757655372e+07	1.01545122576385e+01,0.00000000000000e+00
1.01419506828194e+07	1.01551192360299e+01,0.00000000000000e+00
1.01424256223416e+07	1.01557262648510e+01,0.00000000000000e+00
1.01429005841049e+07	1.01563333441081e+01,0.00000000000000e+00
1.01433755681102e+07	1.01569404738078e+01,0.00000000000000e+00
1.01438505743586e+07	1.01575476539563e+01,0.00000000000000e+00
1.01443256028513e+07	1.01581548845602e+01,0.00000000000000e+00
1.01448006535891e+07	1.01587621656258e+01,0.00000000000000e+00
1.01452757265732e+07	1.01593694971595e+01,0.00000000000000e+00
1.01457508218045e+07	1.01599768791678e+01,0.00000000000000e+00
1.01462259392842e+07	1.01605843116570e+01,0.00000000000000e+00
1.01467010790133e+07	1.01611917946336e+01,0.00000000000000e+00
1.01471762409928e+07	1.01617993281041e+01,0.00000000000000e+00
1.01476514252238e+07	1.01624069120748e+01,0.00000000000000e+00
1.01481266317072e+07	1.01630145465522e+01,0.00000000000000e+00
1.01486018604442e+07	1.01636222315426e+01,0.00000000000000e+00
1.01490771114358e+07	1.01642299670525e+01,0.00000000000000e+00
1.01495523846830e+07	1.01648377530884e+01,0.00000000000000e+00
1.01500276801869e+07	1.01654455896567e+01,0.00000000000000e+00
1.01505029979485e+07	1.01660534767637e+01,0.00000000000000e+00
1.01509783379689e+07	1.01666614144159e+01,0.00000000000000e+00
1.01514537002490e+07	1.01672694026199e+01,0.00000000000000e+00
1.01519290847900e+07	1.01678774413818e+01,0.00000000000000e+00
1.01524044915929e+07	1.01684855307083e+01,0.00000000000000e+00
1.01528799206586e+07	1.01690936706058e+01,0.00000000000000e+00
1.01533553719884e+07	1.01697018610806e+01,0.00000000000000e+00
1.01538308455832e+07	1.01703101021393e+01,0.00000000000000e+00
1.01543063414440e+07	1.01709183937882e+01,0.00000000000000e+00
1.01547818595719e+07	1.01715267360338e+01,0.00000000000000e+00
1.01552573999680e+07	1.01721351288825e+01,0.00000000000000e+00
1.01557329626332e+07	1.01727435723409e+01,0.00000000000000e+00
1.01562085475687e+07	1.01733520664152e+01,0.00000000000000e+00
1.01566841547754e+07	1.01739606111120e+01,0.00000000000000e+00
1.01571597842544e+07	1.01745692064377e+01,0.00000000000000e+00
1.01576354360068e+07	1.01751778523988e+01,0.00000000000000e+00
1.01581111100336e+07	1.01757865490017e+01,0.00000000000000e+00
1.01585868063358e+07	1.01763952962528e+01,0.00000000000000e+00
1.01590625249145e+07	1.01770040941586e+01,0.00000000000000e+00
1.01595382657707e+07	1.01776129427256e+01,0.00000000000000e+00
1.01600140289055e+07	1.01782218419602e+01,0.00000000000000e+00
1.01604898143199e+07	1.01788307918688e+01,0.00000000000000e+00
1.01609656220149e+07	1.01794397924579e+01,0.00000000000000e+00
1.01614414519917e+07	1.01800488437340e+01,0.00000000000000e+00
1.01619173042512e+07	1.01806579457035e+01,0.00000000000000e+00
1.01623931787945e+07	1.01812670983729e+01,0.00000000000000e+00
1.01628690756226e+07	1.01818763017487e+01,0.00000000000000e+00
1.01633449947366e+07	1.01824855558372e+01,0.00000000000000e+00
1.01638209361375e+07	1.01830948606449e+01,0.00000000000000e+00
1.01642968998263e+07	1.01837042161784e+01,0.00000000000000e+00
1.01647728858042e+07	1.01843136224441e+01,0.00000000000000e+00
1.01652488940721e+07	1.01849230794484e+01,0.00000000000000e+00
1.01657249246311e+07	1.01855325871978e+01,0.00000000000000e+00
1.01662009774822e+07	1.01861421456988e+01,0.00000000000000e+00
1.01666770526265e+07	1.01867517549579e+01,0.00000000000000e+00
1.01671531500650e+07	1.01873614149814e+01,0.00000000000000e+00
1.01676292697988e+07	1.01879711257759e+01,0.00000000000000e+00
1.01681054118289e+07	1.01885808873479e+01,0.00000000000000e+00
1.01685815761564e+07	1.01891906997038e+01,0.00000000000000e+00
1.01690577627822e+07	1.01898005628502e+01,0.00000000000000e+00
1.01695339717075e+07	1.01904104767933e+01,0.00000000000000e+00
1.01700102029333e+07	1.01910204415399e+01,0.00000000000000e+00
1.01704864564606e+07	1.01916304570962e+01,0.00000000000000e+00
1.01709627322905e+07	1.01922405234689e+01,0.00000000000000e+00
1.01714390304240e+07	1.01928506406644e+01,0.00000000000000e+00
1.01719153508622e+07	1.01934608086891e+01,0.00000000000000e+00
1.01723916936061e+07	1.01940710275495e+01,0.00000000000000e+00
1.01728680586567e+07	1.01946812972522e+01,0.00000000000000e+00
1.01733444460152e+07	1.01952916178036e+01,0.00000000000000e+00
1.01738208556825e+07	1.01959019892102e+01,0.00000000000000e+00
1.01742972876596e+07	1.01965124114785e+01,0.00000000000000e+00
1.01747737419477e+07	1.01971228846150e+01,0.00000000000000e+00
1.01752502185478e+07	1.01977334086261e+01,0.00000000000000e+00
1.01757267174609e+07	1.01983439835184e+01,0.00000000000000e+00
1.01762032386881e+07	1.01989546092983e+01,0.00000000000000e+00
1.01766797822304e+07	1.01995652859723e+01,0.00000000000000e+00
1.01771563480888e+07	1.02001760135470e+01,0.00000000000000e+00
1.01776329362644e+07	1.02007867920288e+01,0.00000000000000e+00
1.01781095467583e+07	1.02013976214242e+01,0.00000000000000e+00
1.01785861795715e+07	1.02020085017397e+01,0.00000000000000e+00
1.01790628347050e+07	1.02026194329818e+01,0.00000000000000e+00
1.01795395121599e+07	1.02032304151571e+01,0.00000000000000e+00
1.01800162119372e+07	1.02038414482719e+01,0.00000000000000e+00
1.01804929340380e+07	1.02044525323329e+01,0.00000000000000e+00
1.01809696784633e+07	1.02050636673465e+01,0.00000000000000e+00
1.01814464452142e+07	1.02056748533192e+01,0.00000000000000e+00
1.01819232342917e+07	1.02062860902575e+01,0.00000000000000e+00
1.01824000456969e+07	1.02068973781680e+01,0.00000000000000e+00
1.01828768794307e+07	1.02075087170571e+01,0.00000000000000e+00
1.01833537354943e+07	1.02081201069313e+01,0.00000000000000e+00
1.01838306138887e+07	1.02087315477972e+01,0.00000000000000e+00
1.01843075146149e+07	1.02093430396613e+01,0.00000000000000e+00
1.01847844376740e+07	1.02099545825300e+01,0.00000000000000e+00
1.01852613830671e+07	1.02105661764099e+01,0.00000000000000e+00
1.01857383507951e+07	1.02111778213076e+01,0.00000000000000e+00
1.01862153408591e+07	1.02117895172294e+01,0.00000000000000e+00
1.01866923532602e+07	1.02124012641820e+01,0.00000000000000e+00
1.01871693879994e+07	1.02130130621719e+01,0.00000000000000e+00
1.01876464450778e+07	1.02136249112055e+01,0.00000000000000e+00
1.01881235244964e+07	1.02142368112894e+01,0.00000000000000e+00
1.01886006262562e+07	1.02148487624302e+01,0.00000000000000e+00
1.01890777503583e+07	1.02154607646342e+01,0.00000000000000e+00
1.01895548968038e+07	1.02160728179082e+01,0.00000000000000e+00
1.01900320655936e+07	1.02166849222585e+01,0.00000000000000e+00
1.01905092567289e+07	1.02172970776917e+01,0.00000000000000e+00
1.01909864702107e+07	1.02179092842144e+01,0.00000000000000e+00
1.01914637060400e+07	1.02185215418331e+01,0.00000000000000e+00
1.01919409642179e+07	1.02191338505542e+01,0.00000000000000e+00
1.01924182447454e+07	1.02197462103844e+01,0.00000000000000e+00
1.01928955476236e+07	1.02203586213301e+01,0.00000000000000e+00
1.01933728728535e+07	1.02209710833979e+01,0.00000000000000e+00
1.01938502204361e+07	1.02215835965944e+01,0.00000000000000e+00
1.01943275903726e+07	1.02221961609260e+01,0.00000000000000e+00
1.01948049826639e+07	1.02228087763993e+01,0.00000000000000e+00
1.01952823973112e+07	1.02234214430209e+01,0.00000000000000e+00
1.01957598343153e+07	1.02240341607972e+01,0.00000000000000e+00
1.01962372936775e+07	1.02246469297349e+01,0.00000000000000e+00
1.01967147753987e+07	1.02252597498404e+01,0.00000000000000e+00
1.01971922794800e+07	1.02258726211203e+01,0.00000000000000e+00
1.01976698059225e+07	1.02264855435812e+01,0.00000000000000e+00
1.01981473547271e+07	1.02270985172295e+01,0.00000000000000e+00
1.01986249258950e+07	1.02277115420719e+01,0.00000000000000e+00
1.01991025194271e+07	1.02283246181148e+01,0.00000000000000e+00
1.01995801353246e+07	1.02289377453649e+01,0.00000000000000e+00
